index,Datum,Nederbördsmängd,Kvalitet,Year,Month,Avg_nederbörd_per_dag,Max_uppmätta_nederbörd
64,1944-03-05,0.0,G,1944,3,0.64,4.0
65,1944-03-06,0.0,G,1944,3,0.64,4.0
66,1944-03-07,0.0,G,1944,3,0.64,4.0
67,1944-03-08,0.0,G,1944,3,0.64,4.0
68,1944-03-09,1.3,G,1944,3,0.64,4.0
69,1944-03-10,0.0,G,1944,3,0.64,4.0
70,1944-03-11,0.0,G,1944,3,0.64,4.0
71,1944-03-12,2.5,G,1944,3,0.64,4.0
72,1944-03-13,0.0,G,1944,3,0.64,4.0
73,1944-03-14,0.0,G,1944,3,0.64,4.0
74,1944-03-15,0.0,G,1944,3,0.64,4.0
75,1944-03-16,0.9,G,1944,3,0.64,4.0
76,1944-03-17,0.0,G,1944,3,0.64,4.0
77,1944-03-18,2.5,G,1944,3,0.64,4.0
78,1944-03-19,1.8,G,1944,3,0.64,4.0
79,1944-03-20,0.0,G,1944,3,0.64,4.0
80,1944-03-21,0.0,G,1944,3,0.64,4.0
81,1944-03-22,0.0,G,1944,3,0.64,4.0
82,1944-03-23,0.2,G,1944,3,0.64,4.0
83,1944-03-24,0.0,G,1944,3,0.64,4.0
84,1944-03-25,2.0,G,1944,3,0.64,4.0
85,1944-03-26,0.0,G,1944,3,0.64,4.0
86,1944-03-27,0.0,G,1944,3,0.64,4.0
87,1944-03-28,0.8,G,1944,3,0.64,4.0
88,1944-03-29,0.0,G,1944,3,0.64,4.0
89,1944-03-30,0.5,G,1944,3,0.64,4.0
90,1944-03-31,4.0,G,1944,3,0.64,4.0
91,1944-04-01,0.0,G,1944,4,1.2,12.8
92,1944-04-02,0.0,G,1944,4,1.2,12.8
93,1944-04-03,0.0,G,1944,4,1.2,12.8
94,1944-04-04,0.0,G,1944,4,1.2,12.8
95,1944-04-05,0.0,G,1944,4,1.2,12.8
96,1944-04-06,0.0,G,1944,4,1.2,12.8
97,1944-04-07,0.0,G,1944,4,1.2,12.8
98,1944-04-08,0.0,G,1944,4,1.2,12.8
99,1944-04-09,0.0,G,1944,4,1.2,12.8
100,1944-04-10,1.4,G,1944,4,1.2,12.8
101,1944-04-11,3.0,G,1944,4,1.2,12.8
102,1944-04-12,0.0,G,1944,4,1.2,12.8
103,1944-04-13,0.0,G,1944,4,1.2,12.8
104,1944-04-14,0.0,G,1944,4,1.2,12.8
105,1944-04-15,0.0,G,1944,4,1.2,12.8
106,1944-04-16,12.8,G,1944,4,1.2,12.8
107,1944-04-17,1.5,G,1944,4,1.2,12.8
108,1944-04-18,0.0,G,1944,4,1.2,12.8
109,1944-04-19,0.0,G,1944,4,1.2,12.8
110,1944-04-20,0.0,G,1944,4,1.2,12.8
111,1944-04-21,9.4,G,1944,4,1.2,12.8
112,1944-04-22,0.0,G,1944,4,1.2,12.8
113,1944-04-23,5.0,G,1944,4,1.2,12.8
114,1944-04-24,3.0,G,1944,4,1.2,12.8
115,1944-04-25,0.0,G,1944,4,1.2,12.8
116,1944-04-26,0.0,G,1944,4,1.2,12.8
117,1944-04-27,0.0,G,1944,4,1.2,12.8
118,1944-04-28,0.0,G,1944,4,1.2,12.8
119,1944-04-29,0.0,G,1944,4,1.2,12.8
120,1944-04-30,0.0,G,1944,4,1.2,12.8
121,1944-05-01,1.8,G,1944,5,1.54,10.0
122,1944-05-02,8.9,G,1944,5,1.54,10.0
123,1944-05-03,0.2,G,1944,5,1.54,10.0
124,1944-05-04,0.1,G,1944,5,1.54,10.0
125,1944-05-05,7.0,G,1944,5,1.54,10.0
126,1944-05-06,0.0,G,1944,5,1.54,10.0
127,1944-05-07,0.0,G,1944,5,1.54,10.0
128,1944-05-08,0.0,G,1944,5,1.54,10.0
129,1944-05-09,0.0,G,1944,5,1.54,10.0
130,1944-05-10,0.1,G,1944,5,1.54,10.0
131,1944-05-11,0.0,G,1944,5,1.54,10.0
132,1944-05-12,0.0,G,1944,5,1.54,10.0
133,1944-05-13,0.0,G,1944,5,1.54,10.0
134,1944-05-14,0.1,G,1944,5,1.54,10.0
135,1944-05-15,10.0,G,1944,5,1.54,10.0
136,1944-05-16,0.0,G,1944,5,1.54,10.0
137,1944-05-17,0.0,G,1944,5,1.54,10.0
138,1944-05-18,0.0,G,1944,5,1.54,10.0
139,1944-05-19,7.0,G,1944,5,1.54,10.0
140,1944-05-20,0.7,G,1944,5,1.54,10.0
141,1944-05-21,3.5,G,1944,5,1.54,10.0
142,1944-05-22,0.3,G,1944,5,1.54,10.0
143,1944-05-23,0.1,G,1944,5,1.54,10.0
144,1944-05-24,2.8,G,1944,5,1.54,10.0
145,1944-05-25,4.7,G,1944,5,1.54,10.0
146,1944-05-26,0.0,G,1944,5,1.54,10.0
147,1944-05-27,0.4,G,1944,5,1.54,10.0
148,1944-05-28,0.0,G,1944,5,1.54,10.0
149,1944-05-29,0.0,G,1944,5,1.54,10.0
150,1944-05-30,0.0,G,1944,5,1.54,10.0
151,1944-05-31,0.0,G,1944,5,1.54,10.0
152,1944-06-01,0.0,G,1944,6,2.74,15.0
153,1944-06-02,3.6,G,1944,6,2.74,15.0
154,1944-06-03,2.3,G,1944,6,2.74,15.0
155,1944-06-04,15.0,G,1944,6,2.74,15.0
156,1944-06-05,0.4,G,1944,6,2.74,15.0
157,1944-06-06,3.1,G,1944,6,2.74,15.0
158,1944-06-07,4.9,G,1944,6,2.74,15.0
159,1944-06-08,0.0,G,1944,6,2.74,15.0
160,1944-06-09,0.1,G,1944,6,2.74,15.0
161,1944-06-10,0.2,G,1944,6,2.74,15.0
162,1944-06-11,4.1,G,1944,6,2.74,15.0
163,1944-06-12,4.3,G,1944,6,2.74,15.0
164,1944-06-13,15.0,G,1944,6,2.74,15.0
165,1944-06-14,2.1,G,1944,6,2.74,15.0
166,1944-06-15,0.0,G,1944,6,2.74,15.0
167,1944-06-16,1.0,G,1944,6,2.74,15.0
168,1944-06-17,0.1,G,1944,6,2.74,15.0
169,1944-06-18,0.0,G,1944,6,2.74,15.0
170,1944-06-19,0.0,G,1944,6,2.74,15.0
171,1944-06-20,0.0,G,1944,6,2.74,15.0
172,1944-06-21,0.0,G,1944,6,2.74,15.0
173,1944-06-22,5.0,G,1944,6,2.74,15.0
174,1944-06-23,0.0,G,1944,6,2.74,15.0
175,1944-06-24,0.0,G,1944,6,2.74,15.0
176,1944-06-25,5.6,G,1944,6,2.74,15.0
177,1944-06-26,4.4,G,1944,6,2.74,15.0
178,1944-06-27,8.4,G,1944,6,2.74,15.0
179,1944-06-28,0.1,G,1944,6,2.74,15.0
180,1944-06-29,2.4,G,1944,6,2.74,15.0
181,1944-06-30,0.0,G,1944,6,2.74,15.0
182,1944-07-01,0.2,G,1944,7,1.67,19.8
183,1944-07-02,0.0,G,1944,7,1.67,19.8
184,1944-07-03,0.0,G,1944,7,1.67,19.8
185,1944-07-04,0.0,G,1944,7,1.67,19.8
186,1944-07-05,0.0,G,1944,7,1.67,19.8
187,1944-07-06,0.0,G,1944,7,1.67,19.8
188,1944-07-07,0.0,G,1944,7,1.67,19.8
189,1944-07-08,0.0,G,1944,7,1.67,19.8
190,1944-07-09,0.1,G,1944,7,1.67,19.8
191,1944-07-10,3.8,G,1944,7,1.67,19.8
192,1944-07-11,0.4,G,1944,7,1.67,19.8
193,1944-07-12,8.2,G,1944,7,1.67,19.8
194,1944-07-13,12.5,G,1944,7,1.67,19.8
195,1944-07-14,0.1,G,1944,7,1.67,19.8
196,1944-07-15,5.0,G,1944,7,1.67,19.8
197,1944-07-16,0.0,G,1944,7,1.67,19.8
198,1944-07-17,0.0,G,1944,7,1.67,19.8
199,1944-07-18,0.0,G,1944,7,1.67,19.8
200,1944-07-19,0.0,G,1944,7,1.67,19.8
201,1944-07-20,0.0,G,1944,7,1.67,19.8
202,1944-07-21,1.3,G,1944,7,1.67,19.8
203,1944-07-22,0.0,G,1944,7,1.67,19.8
204,1944-07-23,0.0,G,1944,7,1.67,19.8
205,1944-07-24,0.0,G,1944,7,1.67,19.8
206,1944-07-25,0.0,G,1944,7,1.67,19.8
207,1944-07-26,0.0,G,1944,7,1.67,19.8
208,1944-07-27,19.8,G,1944,7,1.67,19.8
209,1944-07-28,0.5,G,1944,7,1.67,19.8
210,1944-07-29,0.0,G,1944,7,1.67,19.8
211,1944-07-30,0.0,G,1944,7,1.67,19.8
212,1944-07-31,0.0,G,1944,7,1.67,19.8
213,1944-08-01,0.0,G,1944,8,1.32,20.4
214,1944-08-02,0.6,G,1944,8,1.32,20.4
215,1944-08-03,0.0,G,1944,8,1.32,20.4
216,1944-08-04,0.0,G,1944,8,1.32,20.4
217,1944-08-05,0.0,G,1944,8,1.32,20.4
218,1944-08-06,0.0,G,1944,8,1.32,20.4
219,1944-08-07,0.0,G,1944,8,1.32,20.4
220,1944-08-08,3.0,G,1944,8,1.32,20.4
221,1944-08-09,20.4,G,1944,8,1.32,20.4
222,1944-08-10,0.2,G,1944,8,1.32,20.4
223,1944-08-11,0.1,G,1944,8,1.32,20.4
224,1944-08-12,0.1,G,1944,8,1.32,20.4
225,1944-08-13,0.0,G,1944,8,1.32,20.4
226,1944-08-14,0.0,G,1944,8,1.32,20.4
227,1944-08-15,0.0,G,1944,8,1.32,20.4
228,1944-08-16,0.0,G,1944,8,1.32,20.4
229,1944-08-17,0.6,G,1944,8,1.32,20.4
230,1944-08-18,0.0,G,1944,8,1.32,20.4
231,1944-08-19,0.0,G,1944,8,1.32,20.4
232,1944-08-20,0.0,G,1944,8,1.32,20.4
233,1944-08-21,0.0,G,1944,8,1.32,20.4
234,1944-08-22,0.0,G,1944,8,1.32,20.4
235,1944-08-23,0.0,G,1944,8,1.32,20.4
236,1944-08-24,0.0,G,1944,8,1.32,20.4
237,1944-08-25,0.1,G,1944,8,1.32,20.4
238,1944-08-26,4.3,G,1944,8,1.32,20.4
239,1944-08-27,0.1,G,1944,8,1.32,20.4
240,1944-08-28,8.0,G,1944,8,1.32,20.4
241,1944-08-29,0.1,G,1944,8,1.32,20.4
242,1944-08-30,0.2,G,1944,8,1.32,20.4
243,1944-08-31,3.0,G,1944,8,1.32,20.4
244,1944-09-01,0.1,G,1944,9,4.5,32.0
245,1944-09-02,12.0,G,1944,9,4.5,32.0
246,1944-09-03,1.0,G,1944,9,4.5,32.0
247,1944-09-04,4.0,G,1944,9,4.5,32.0
248,1944-09-05,18.8,G,1944,9,4.5,32.0
249,1944-09-06,7.5,G,1944,9,4.5,32.0
250,1944-09-07,18.8,G,1944,9,4.5,32.0
251,1944-09-08,3.8,G,1944,9,4.5,32.0
252,1944-09-09,11.9,G,1944,9,4.5,32.0
253,1944-09-10,0.0,G,1944,9,4.5,32.0
254,1944-09-11,0.0,G,1944,9,4.5,32.0
255,1944-09-12,0.0,G,1944,9,4.5,32.0
256,1944-09-13,0.0,G,1944,9,4.5,32.0
257,1944-09-14,0.0,G,1944,9,4.5,32.0
258,1944-09-15,0.0,G,1944,9,4.5,32.0
259,1944-09-16,0.1,G,1944,9,4.5,32.0
260,1944-09-17,3.0,G,1944,9,4.5,32.0
261,1944-09-18,0.0,G,1944,9,4.5,32.0
262,1944-09-19,0.0,G,1944,9,4.5,32.0
263,1944-09-20,0.0,G,1944,9,4.5,32.0
264,1944-09-21,0.0,G,1944,9,4.5,32.0
265,1944-09-22,0.0,G,1944,9,4.5,32.0
266,1944-09-23,8.0,G,1944,9,4.5,32.0
267,1944-09-24,0.7,G,1944,9,4.5,32.0
268,1944-09-25,32.0,G,1944,9,4.5,32.0
269,1944-09-26,1.6,G,1944,9,4.5,32.0
270,1944-09-27,2.1,G,1944,9,4.5,32.0
271,1944-09-28,0.0,G,1944,9,4.5,32.0
272,1944-09-29,9.4,G,1944,9,4.5,32.0
273,1944-09-30,0.1,G,1944,9,4.5,32.0
274,1944-10-01,0.0,G,1944,10,1.88,19.0
275,1944-10-02,0.0,G,1944,10,1.88,19.0
276,1944-10-03,0.3,G,1944,10,1.88,19.0
277,1944-10-04,0.0,G,1944,10,1.88,19.0
278,1944-10-05,0.0,G,1944,10,1.88,19.0
279,1944-10-06,0.0,G,1944,10,1.88,19.0
280,1944-10-07,0.0,G,1944,10,1.88,19.0
281,1944-10-08,0.0,G,1944,10,1.88,19.0
282,1944-10-09,0.0,G,1944,10,1.88,19.0
283,1944-10-10,0.4,G,1944,10,1.88,19.0
284,1944-10-11,0.0,G,1944,10,1.88,19.0
285,1944-10-12,0.0,G,1944,10,1.88,19.0
286,1944-10-13,0.0,G,1944,10,1.88,19.0
287,1944-10-14,1.8,G,1944,10,1.88,19.0
288,1944-10-15,6.9,G,1944,10,1.88,19.0
289,1944-10-16,19.0,G,1944,10,1.88,19.0
290,1944-10-17,8.8,G,1944,10,1.88,19.0
291,1944-10-18,3.2,G,1944,10,1.88,19.0
292,1944-10-19,0.0,G,1944,10,1.88,19.0
293,1944-10-20,0.0,G,1944,10,1.88,19.0
294,1944-10-21,0.0,G,1944,10,1.88,19.0
295,1944-10-22,0.0,G,1944,10,1.88,19.0
296,1944-10-23,3.6,G,1944,10,1.88,19.0
297,1944-10-24,0.3,G,1944,10,1.88,19.0
298,1944-10-25,0.0,G,1944,10,1.88,19.0
299,1944-10-26,0.0,G,1944,10,1.88,19.0
300,1944-10-27,0.0,G,1944,10,1.88,19.0
301,1944-10-28,5.0,G,1944,10,1.88,19.0
302,1944-10-29,3.0,G,1944,10,1.88,19.0
303,1944-10-30,0.0,G,1944,10,1.88,19.0
304,1944-10-31,6.0,G,1944,10,1.88,19.0
305,1944-11-01,11.0,G,1944,11,3.77,18.0
306,1944-11-02,1.1,G,1944,11,3.77,18.0
307,1944-11-03,0.9,G,1944,11,3.77,18.0
308,1944-11-04,6.5,G,1944,11,3.77,18.0
309,1944-11-05,4.1,G,1944,11,3.77,18.0
310,1944-11-06,0.8,G,1944,11,3.77,18.0
311,1944-11-07,8.0,G,1944,11,3.77,18.0
312,1944-11-08,1.0,G,1944,11,3.77,18.0
313,1944-11-09,0.2,G,1944,11,3.77,18.0
314,1944-11-10,0.0,G,1944,11,3.77,18.0
315,1944-11-11,3.1,G,1944,11,3.77,18.0
316,1944-11-12,6.0,G,1944,11,3.77,18.0
317,1944-11-13,0.0,G,1944,11,3.77,18.0
318,1944-11-14,0.0,G,1944,11,3.77,18.0
319,1944-11-15,0.0,G,1944,11,3.77,18.0
320,1944-11-16,0.0,G,1944,11,3.77,18.0
321,1944-11-17,0.2,G,1944,11,3.77,18.0
322,1944-11-18,7.0,G,1944,11,3.77,18.0
323,1944-11-19,18.0,G,1944,11,3.77,18.0
324,1944-11-20,10.0,G,1944,11,3.77,18.0
325,1944-11-21,0.0,G,1944,11,3.77,18.0
326,1944-11-22,0.0,G,1944,11,3.77,18.0
327,1944-11-23,3.0,G,1944,11,3.77,18.0
328,1944-11-24,10.0,G,1944,11,3.77,18.0
329,1944-11-25,0.0,G,1944,11,3.77,18.0
330,1944-11-26,4.0,G,1944,11,3.77,18.0
331,1944-11-27,0.0,G,1944,11,3.77,18.0
332,1944-11-28,15.0,G,1944,11,3.77,18.0
333,1944-11-29,1.2,G,1944,11,3.77,18.0
334,1944-11-30,2.0,G,1944,11,3.77,18.0
335,1944-12-01,17.5,G,1944,12,2.88,17.5
336,1944-12-02,10.0,G,1944,12,2.88,17.5
337,1944-12-03,6.5,G,1944,12,2.88,17.5
338,1944-12-04,1.0,G,1944,12,2.88,17.5
339,1944-12-05,5.5,G,1944,12,2.88,17.5
340,1944-12-06,2.5,G,1944,12,2.88,17.5
341,1944-12-07,8.8,G,1944,12,2.88,17.5
342,1944-12-08,5.4,G,1944,12,2.88,17.5
343,1944-12-09,0.6,G,1944,12,2.88,17.5
344,1944-12-10,2.0,G,1944,12,2.88,17.5
345,1944-12-11,0.0,G,1944,12,2.88,17.5
346,1944-12-12,0.0,G,1944,12,2.88,17.5
347,1944-12-13,0.0,G,1944,12,2.88,17.5
348,1944-12-14,0.0,G,1944,12,2.88,17.5
349,1944-12-15,0.0,G,1944,12,2.88,17.5
350,1944-12-16,1.0,G,1944,12,2.88,17.5
351,1944-12-17,12.7,G,1944,12,2.88,17.5
352,1944-12-18,7.8,G,1944,12,2.88,17.5
353,1944-12-19,0.0,G,1944,12,2.88,17.5
354,1944-12-20,0.1,G,1944,12,2.88,17.5
355,1944-12-21,0.1,G,1944,12,2.88,17.5
356,1944-12-22,6.1,G,1944,12,2.88,17.5
357,1944-12-23,0.0,G,1944,12,2.88,17.5
358,1944-12-24,0.0,G,1944,12,2.88,17.5
359,1944-12-25,0.0,G,1944,12,2.88,17.5
360,1944-12-26,0.0,G,1944,12,2.88,17.5
361,1944-12-27,1.7,G,1944,12,2.88,17.5
362,1944-12-28,0.0,G,1944,12,2.88,17.5
363,1944-12-29,0.0,G,1944,12,2.88,17.5
364,1944-12-30,0.0,G,1944,12,2.88,17.5
365,1944-12-31,0.0,G,1944,12,2.88,17.5
366,1945-01-01,0.0,G,1945,1,2.18,18.2
367,1945-01-02,1.5,G,1945,1,2.18,18.2
368,1945-01-03,9.2,G,1945,1,2.18,18.2
369,1945-01-04,0.0,G,1945,1,2.18,18.2
370,1945-01-05,0.0,G,1945,1,2.18,18.2
371,1945-01-06,1.3,G,1945,1,2.18,18.2
372,1945-01-07,1.7,G,1945,1,2.18,18.2
373,1945-01-08,1.3,G,1945,1,2.18,18.2
374,1945-01-09,0.8,G,1945,1,2.18,18.2
375,1945-01-10,4.5,G,1945,1,2.18,18.2
376,1945-01-11,0.1,G,1945,1,2.18,18.2
377,1945-01-12,0.0,G,1945,1,2.18,18.2
378,1945-01-13,0.0,G,1945,1,2.18,18.2
379,1945-01-14,0.0,G,1945,1,2.18,18.2
380,1945-01-15,0.0,G,1945,1,2.18,18.2
381,1945-01-16,7.7,G,1945,1,2.18,18.2
382,1945-01-17,0.0,G,1945,1,2.18,18.2
383,1945-01-18,18.2,G,1945,1,2.18,18.2
384,1945-01-19,8.0,G,1945,1,2.18,18.2
385,1945-01-20,6.2,G,1945,1,2.18,18.2
386,1945-01-21,0.5,G,1945,1,2.18,18.2
387,1945-01-22,1.8,G,1945,1,2.18,18.2
388,1945-01-23,0.0,G,1945,1,2.18,18.2
389,1945-01-24,0.2,G,1945,1,2.18,18.2
390,1945-01-25,0.4,G,1945,1,2.18,18.2
391,1945-01-26,0.5,G,1945,1,2.18,18.2
392,1945-01-27,0.0,G,1945,1,2.18,18.2
393,1945-01-28,0.2,G,1945,1,2.18,18.2
394,1945-01-29,0.0,G,1945,1,2.18,18.2
395,1945-01-30,0.0,G,1945,1,2.18,18.2
396,1945-01-31,3.6,G,1945,1,2.18,18.2
397,1945-02-01,8.3,G,1945,2,2.2,12.5
398,1945-02-02,12.5,G,1945,2,2.2,12.5
399,1945-02-03,0.0,G,1945,2,2.2,12.5
400,1945-02-04,0.0,G,1945,2,2.2,12.5
401,1945-02-05,0.2,G,1945,2,2.2,12.5
402,1945-02-06,0.0,G,1945,2,2.2,12.5
403,1945-02-07,1.7,G,1945,2,2.2,12.5
404,1945-02-08,0.3,G,1945,2,2.2,12.5
405,1945-02-09,0.5,G,1945,2,2.2,12.5
406,1945-02-10,2.7,G,1945,2,2.2,12.5
407,1945-02-11,1.8,G,1945,2,2.2,12.5
408,1945-02-12,0.0,G,1945,2,2.2,12.5
409,1945-02-13,7.0,G,1945,2,2.2,12.5
410,1945-02-14,0.5,G,1945,2,2.2,12.5
411,1945-02-15,0.0,G,1945,2,2.2,12.5
412,1945-02-16,0.0,G,1945,2,2.2,12.5
413,1945-02-17,0.0,G,1945,2,2.2,12.5
414,1945-02-18,5.1,G,1945,2,2.2,12.5
415,1945-02-19,0.5,G,1945,2,2.2,12.5
416,1945-02-20,4.1,G,1945,2,2.2,12.5
417,1945-02-21,0.0,G,1945,2,2.2,12.5
418,1945-02-22,0.0,G,1945,2,2.2,12.5
419,1945-02-23,0.0,G,1945,2,2.2,12.5
420,1945-02-24,4.0,G,1945,2,2.2,12.5
421,1945-02-25,10.0,G,1945,2,2.2,12.5
422,1945-02-26,0.0,G,1945,2,2.2,12.5
423,1945-02-27,0.1,G,1945,2,2.2,12.5
424,1945-02-28,2.4,G,1945,2,2.2,12.5
425,1945-03-01,0.0,G,1945,3,0.96,9.8
426,1945-03-02,0.0,G,1945,3,0.96,9.8
427,1945-03-03,0.0,G,1945,3,0.96,9.8
428,1945-03-04,0.0,G,1945,3,0.96,9.8
429,1945-03-05,0.0,G,1945,3,0.96,9.8
430,1945-03-06,0.0,G,1945,3,0.96,9.8
431,1945-03-07,0.2,G,1945,3,0.96,9.8
432,1945-03-08,0.0,G,1945,3,0.96,9.8
433,1945-03-09,0.0,G,1945,3,0.96,9.8
434,1945-03-10,0.0,G,1945,3,0.96,9.8
435,1945-03-11,0.0,G,1945,3,0.96,9.8
436,1945-03-12,0.0,G,1945,3,0.96,9.8
437,1945-03-13,0.2,G,1945,3,0.96,9.8
438,1945-03-14,0.0,G,1945,3,0.96,9.8
439,1945-03-15,0.0,G,1945,3,0.96,9.8
440,1945-03-16,1.7,G,1945,3,0.96,9.8
441,1945-03-17,0.0,G,1945,3,0.96,9.8
442,1945-03-18,0.0,G,1945,3,0.96,9.8
443,1945-03-19,9.4,G,1945,3,0.96,9.8
444,1945-03-20,2.0,G,1945,3,0.96,9.8
445,1945-03-21,0.0,G,1945,3,0.96,9.8
446,1945-03-22,0.0,G,1945,3,0.96,9.8
447,1945-03-23,0.0,G,1945,3,0.96,9.8
448,1945-03-24,0.0,G,1945,3,0.96,9.8
449,1945-03-25,0.0,G,1945,3,0.96,9.8
450,1945-03-26,0.0,G,1945,3,0.96,9.8
451,1945-03-27,0.0,G,1945,3,0.96,9.8
452,1945-03-28,0.0,G,1945,3,0.96,9.8
453,1945-03-29,4.4,G,1945,3,0.96,9.8
454,1945-03-30,2.1,G,1945,3,0.96,9.8
455,1945-03-31,9.8,G,1945,3,0.96,9.8
456,1945-04-01,0.6,G,1945,4,0.66,12.0
457,1945-04-02,0.0,G,1945,4,0.66,12.0
458,1945-04-03,0.0,G,1945,4,0.66,12.0
459,1945-04-04,0.0,G,1945,4,0.66,12.0
460,1945-04-05,0.0,G,1945,4,0.66,12.0
461,1945-04-06,0.0,G,1945,4,0.66,12.0
462,1945-04-07,0.0,G,1945,4,0.66,12.0
463,1945-04-08,0.0,G,1945,4,0.66,12.0
464,1945-04-09,0.0,G,1945,4,0.66,12.0
465,1945-04-10,0.0,G,1945,4,0.66,12.0
466,1945-04-11,0.0,G,1945,4,0.66,12.0
467,1945-04-12,0.0,G,1945,4,0.66,12.0
468,1945-04-13,0.0,G,1945,4,0.66,12.0
469,1945-04-14,0.0,G,1945,4,0.66,12.0
470,1945-04-15,0.0,G,1945,4,0.66,12.0
471,1945-04-16,0.0,G,1945,4,0.66,12.0
472,1945-04-17,0.0,G,1945,4,0.66,12.0
473,1945-04-18,0.0,G,1945,4,0.66,12.0
474,1945-04-19,0.0,G,1945,4,0.66,12.0
475,1945-04-20,0.0,G,1945,4,0.66,12.0
476,1945-04-21,0.6,G,1945,4,0.66,12.0
477,1945-04-22,0.0,G,1945,4,0.66,12.0
478,1945-04-23,0.0,G,1945,4,0.66,12.0
479,1945-04-24,0.2,G,1945,4,0.66,12.0
480,1945-04-25,0.0,G,1945,4,0.66,12.0
481,1945-04-26,0.0,G,1945,4,0.66,12.0
482,1945-04-27,12.0,G,1945,4,0.66,12.0
483,1945-04-28,0.0,G,1945,4,0.66,12.0
484,1945-04-29,4.2,G,1945,4,0.66,12.0
485,1945-04-30,2.1,G,1945,4,0.66,12.0
486,1945-05-01,3.0,G,1945,5,1.61,11.5
487,1945-05-02,11.5,G,1945,5,1.61,11.5
488,1945-05-03,5.4,G,1945,5,1.61,11.5
489,1945-05-04,0.0,G,1945,5,1.61,11.5
490,1945-05-05,7.4,G,1945,5,1.61,11.5
491,1945-05-06,0.0,G,1945,5,1.61,11.5
492,1945-05-07,0.0,G,1945,5,1.61,11.5
493,1945-05-08,0.0,G,1945,5,1.61,11.5
494,1945-05-09,6.3,G,1945,5,1.61,11.5
